Time (YY:MM:DD hh:mm:ss.s),Flow (US GPM),Energy NET (Ton),RTD1 Temperature (F),RTD2 Temperature (F)
9/20/2018 17:54:51.4,76.30,-6730.1,74.03,82.74
9/20/2018 18:04:51.4,76.42,-6734.7,73.90,82.62
9/20/2018 18:14:51.4,76.77,-6739.3,73.81,82.27
9/20/2018 18:24:51.4,75.82,-6743.7,73.80,82.17
9/20/2018 18:34:51.4,76.38,-6748.1,73.85,82.06
9/20/2018 18:44:51.4,76.77,-6752.5,73.85,82.08
9/20/2018 18:54:51.4,76.69,-6757.0,73.40,82.13
9/20/2018 19:04:51.4,77.09,-6761.5,73.90,81.73
9/20/2018 19:14:51.4,76.54,-6765.7,73.78,81.86
9/20/2018 19:24:51.4,76.50,-6770.0,73.53,81.68
9/20/2018 19:34:51.4,75.82,-6774.4,73.47,81.61
9/20/2018 19:44:51.4,76.38,-6778.6,73.49,81.55
9/20/2018 19:54:51.4,75.90,-6782.7,73.40,81.16
9/20/2018 20:04:51.4,75.23,-6786.8,73.42,81.21
9/20/2018 20:14:51.4,74.95,-6790.7,73.47,80.83
9/20/2018 20:24:51.4,75.70,-6794.6,73.60,80.91
9/20/2018 20:34:51.4,72.73,-6798.3,73.13,80.56
9/20/2018 20:44:51.4,73.08,-6801.9,73.29,79.97
9/20/2018 20:54:51.4,72.96,-6805.2,73.17,79.47
9/20/2018 21:04:51.4,72.69,-6808.3,73.53,79.63
9/20/2018 21:14:51.4,73.68,-6811.3,73.76,79.61
9/20/2018 21:24:51.4,72.96,-6814.4,73.65,79.95
9/20/2018 21:34:51.4,73.44,-6817.7,73.74,80.06
9/20/2018 21:44:51.4,73.36,-6820.9,73.26,79.97
9/20/2018 21:54:51.4,73.00,-6824.4,73.56,80.37
9/20/2018 22:04:51.4,73.28,-6827.6,73.62,79.70
9/20/2018 22:14:51.4,73.16,-6830.7,73.81,80.10
9/20/2018 22:24:51.4,73.64,-6834.0,73.54,80.42
9/20/2018 22:34:51.4,72.13,-6837.4,73.51,80.17
9/20/2018 22:44:51.4,72.73,-6840.7,73.18,79.86
9/20/2018 22:54:51.4,72.33,-6844.0,73.45,79.79
9/20/2018 23:04:51.4,72.61,-6847.0,73.78,79.72
9/20/2018 23:14:51.4,72.88,-6850.0,73.53,79.79
9/20/2018 23:24:51.4,72.49,-6853.2,73.62,80.01
9/20/2018 23:34:51.4,72.92,-6856.5,73.31,79.75
9/20/2018 23:44:51.4,72.45,-6859.7,73.53,79.79
9/20/2018 23:54:51.4,73.00,-6862.7,73.58,79.63
9/21/2018 00:04:51.4,72.41,-6865.9,73.49,79.86
9/21/2018 00:14:51.4,72.45,-6869.1,73.51,79.86
9/21/2018 00:24:51.4,72.45,-6872.2,73.51,79.70
9/21/2018 00:34:51.4,72.57,-6875.4,73.76,79.95
9/21/2018 00:44:51.4,72.73,-6878.5,73.62,79.81
9/21/2018 00:54:51.4,72.09,-6881.6,73.69,79.93
9/21/2018 01:04:51.4,72.29,-6884.7,73.63,80.02
9/21/2018 01:14:51.4,72.09,-6887.9,73.58,79.81
9/21/2018 01:24:51.4,72.17,-6891.0,73.62,79.79
9/21/2018 01:34:51.4,72.25,-6894.1,73.36,79.66
9/21/2018 01:44:51.4,72.45,-6897.3,73.40,79.70
9/21/2018 01:54:51.4,72.05,-6900.3,73.49,79.48
9/21/2018 02:04:51.4,72.09,-6903.3,73.74,79.66
9/21/2018 02:14:51.4,72.41,-6906.2,73.67,79.61
9/21/2018 02:24:51.4,72.05,-6909.2,73.56,79.65
9/21/2018 02:34:51.4,72.45,-6912.3,73.58,79.74
9/21/2018 02:44:51.4,72.05,-6915.4,73.67,79.72
9/21/2018 02:54:51.4,72.25,-6918.4,73.56,79.77
9/21/2018 03:04:51.4,72.13,-6921.5,73.63,79.61
9/21/2018 03:14:51.4,72.37,-6924.6,73.69,79.79
9/21/2018 03:24:51.4,72.29,-6927.6,73.56,79.61
9/21/2018 03:34:51.4,72.21,-6930.6,73.63,79.70
9/21/2018 03:44:51.4,72.37,-6933.6,73.63,79.57
9/21/2018 03:54:51.4,71.85,-6936.6,73.71,79.59
9/21/2018 04:04:51.4,72.92,-6939.6,73.69,79.66
9/21/2018 04:14:51.4,71.69,-6942.5,73.69,79.61
9/21/2018 04:24:51.4,72.09,-6945.6,73.45,79.70
9/21/2018 04:34:51.4,72.25,-6948.6,73.54,79.45
9/21/2018 04:44:51.4,71.54,-6951.6,73.76,79.70
9/21/2018 04:54:51.4,72.37,-6954.5,73.65,79.47
9/21/2018 05:04:51.4,72.53,-6957.5,73.69,79.59
9/21/2018 05:14:51.4,72.69,-6960.4,73.69,79.83
9/21/2018 05:24:51.4,71.77,-6963.4,73.62,79.54
9/21/2018 05:34:51.4,72.85,-6966.4,73.67,79.63
9/21/2018 05:44:51.4,71.73,-6969.3,73.72,79.74
9/21/2018 05:54:51.4,72.17,-6972.3,73.69,79.66
9/21/2018 06:04:51.4,72.21,-6975.3,73.74,79.61
9/21/2018 06:14:51.4,71.46,-6978.2,73.90,79.92
9/21/2018 06:24:51.4,73.12,-6981.1,73.71,79.72
9/21/2018 06:34:51.4,71.69,-6984.1,73.81,79.72
9/21/2018 06:44:51.4,72.96,-6987.1,73.74,80.06
9/21/2018 06:54:51.4,71.85,-6990.2,73.45,79.66
9/21/2018 07:04:51.4,72.05,-6993.3,73.58,79.70
9/21/2018 07:14:51.4,71.97,-6996.3,73.60,79.54
9/21/2018 07:24:51.4,71.89,-6999.3,73.62,79.63
9/21/2018 07:34:51.4,72.45,-7002.2,73.53,79.52
9/21/2018 07:44:51.4,72.09,-7005.2,73.56,79.45
9/21/2018 07:54:51.4,72.69,-7008.2,73.60,79.50
9/21/2018 08:04:51.4,71.54,-7011.1,73.63,79.50
9/21/2018 08:14:51.4,72.09,-7014.0,73.60,79.52
9/21/2018 08:24:51.4,71.38,-7017.0,73.56,79.39
9/21/2018 08:34:51.4,71.89,-7019.9,73.53,79.50
9/21/2018 08:44:51.4,72.29,-7022.8,73.54,79.32
9/21/2018 08:54:51.4,71.26,-7025.7,73.74,79.47
9/21/2018 09:04:51.4,71.73,-7028.5,74.10,79.57
9/21/2018 09:14:51.4,71.73,-7031.4,73.35,79.50
9/21/2018 09:24:51.4,71.89,-7034.6,73.53,79.83
9/21/2018 09:34:51.4,71.65,-7037.6,73.54,79.41
9/21/2018 09:44:51.4,71.97,-7040.5,73.40,79.52
9/21/2018 09:54:51.4,72.45,-7043.6,73.56,79.52
9/21/2018 10:04:51.4,71.62,-7046.6,73.89,79.57
9/21/2018 10:14:51.4,72.77,-7049.5,73.67,79.74
9/21/2018 10:24:51.4,72.49,-7052.6,73.74,79.84
9/21/2018 10:34:51.4,73.20,-7055.8,73.40,79.93
9/21/2018 10:44:51.4,72.21,-7059.1,73.53,79.99
9/21/2018 10:54:51.4,72.69,-7062.2,73.89,79.99
9/21/2018 11:04:51.4,73.00,-7065.3,73.69,79.95
9/21/2018 11:14:51.4,73.24,-7068.5,73.56,80.15
9/21/2018 11:24:51.4,72.96,-7071.9,73.45,80.08
9/21/2018 11:34:51.4,72.49,-7075.1,73.81,79.79
9/21/2018 11:44:51.4,73.48,-7078.2,73.71,80.01
9/21/2018 11:54:51.4,72.33,-7081.4,73.90,80.28
9/21/2018 12:04:51.4,73.36,-7084.8,73.40,80.40
9/21/2018 12:14:51.4,73.28,-7088.4,73.44,80.31
9/21/2018 12:24:51.4,72.53,-7091.7,73.99,80.46
9/21/2018 12:34:51.4,73.72,-7094.9,73.85,80.42
9/21/2018 12:44:51.4,73.20,-7098.4,73.45,80.65
9/21/2018 12:54:51.4,73.72,-7102.1,73.42,80.92
9/21/2018 13:04:51.4,72.53,-7105.6,73.71,80.40
9/21/2018 13:14:51.4,74.11,-7109.0,73.69,80.60
9/21/2018 13:24:51.4,73.24,-7112.6,73.62,80.89
9/21/2018 13:34:51.4,73.40,-7116.2,73.44,80.74
9/21/2018 13:44:51.4,73.84,-7120.0,73.27,80.62
9/21/2018 13:54:51.4,72.61,-7123.6,73.60,80.60
9/21/2018 14:04:51.4,73.48,-7127.0,73.60,80.38
9/21/2018 14:14:51.4,73.00,-7130.5,73.69,80.64
9/21/2018 14:24:51.4,73.48,-7134.2,73.35,80.89
9/21/2018 14:34:51.4,73.00,-7137.9,73.58,80.73
9/21/2018 14:44:51.4,73.12,-7141.5,73.71,80.67
9/21/2018 14:54:51.4,72.92,-7145.0,73.72,80.94
9/21/2018 15:04:51.4,73.32,-7148.8,73.71,81.14
9/21/2018 15:14:51.4,73.52,-7152.7,73.18,81.09
9/21/2018 15:24:51.4,72.49,-7156.6,73.62,80.85
9/21/2018 15:34:51.4,73.60,-7160.2,73.72,80.85
9/21/2018 15:44:51.4,73.28,-7163.9,73.54,80.83
9/21/2018 15:54:51.4,73.44,-7167.8,73.20,80.94
9/21/2018 16:04:51.4,72.92,-7171.7,73.53,80.73
9/21/2018 16:14:51.4,73.44,-7175.3,73.69,80.78
9/21/2018 16:24:51.4,73.52,-7178.9,73.78,80.83
9/21/2018 16:34:51.4,73.44,-7182.6,73.47,81.10
9/21/2018 16:44:51.4,73.64,-7186.5,73.24,80.92
9/21/2018 16:54:51.4,73.08,-7190.3,73.60,80.56
9/21/2018 17:04:51.4,73.56,-7193.8,73.56,80.60
9/21/2018 17:14:51.4,73.00,-7197.5,73.35,80.85
9/21/2018 17:24:51.4,73.40,-7201.3,73.33,80.74
9/21/2018 17:34:51.4,77.41,-7205.0,73.74,80.56
9/21/2018 17:44:51.4,75.42,-7208.7,74.10,81.79
9/21/2018 17:54:51.4,74.83,-7212.6,73.80,81.34
9/21/2018 18:04:51.4,72.45,-7216.6,73.40,81.39
9/21/2018 18:14:51.4,72.73,-7220.5,73.22,80.42
9/21/2018 18:24:51.4,73.28,-7223.9,73.62,80.10
9/21/2018 18:34:51.4,73.48,-7227.3,73.67,80.40
9/21/2018 18:44:51.4,72.57,-7230.7,73.22,80.29
9/21/2018 18:54:51.4,73.68,-7234.3,73.33,80.31
9/21/2018 19:04:51.4,72.77,-7237.6,73.69,80.01
9/21/2018 19:14:51.4,72.49,-7240.8,73.62,80.10
9/21/2018 19:24:51.4,73.32,-7244.1,73.40,80.01
9/21/2018 19:34:51.4,72.73,-7247.5,73.35,80.19
9/21/2018 19:44:51.4,73.24,-7250.7,73.51,79.59
9/21/2018 19:54:51.4,72.81,-7253.7,73.67,79.52
9/21/2018 20:04:51.4,72.65,-7256.8,73.26,79.88
9/21/2018 20:14:51.4,71.93,-7260.0,73.08,79.07
9/21/2018 20:24:51.4,71.81,-7262.8,73.69,78.93
9/21/2018 20:34:51.4,72.65,-7265.4,73.74,79.16
9/21/2018 20:44:51.4,72.37,-7268.2,73.40,79.45
9/21/2018 20:54:51.4,72.49,-7271.2,73.51,79.41
9/21/2018 21:04:51.4,72.05,-7274.1,73.42,79.25
9/21/2018 21:14:51.4,72.37,-7277.0,73.53,79.20
9/21/2018 21:24:51.4,71.89,-7279.8,73.54,79.07
9/21/2018 21:34:51.4,71.93,-7282.6,73.49,79.21
9/21/2018 21:44:51.4,72.17,-7285.4,73.54,79.05
9/21/2018 21:54:51.4,72.09,-7288.2,73.49,79.18
9/21/2018 22:04:51.4,72.77,-7291.0,73.09,79.27
9/21/2018 22:14:51.4,71.46,-7294.1,73.18,79.11
9/21/2018 22:24:51.4,71.69,-7296.9,73.06,78.89
9/21/2018 22:34:51.4,71.77,-7300.0,72.70,78.91
9/21/2018 22:44:51.4,71.69,-7302.9,72.88,78.67
9/21/2018 22:54:51.4,71.22,-7305.8,72.30,78.48
9/21/2018 23:04:51.4,70.86,-7308.9,72.41,78.60
9/21/2018 23:14:51.4,71.26,-7311.8,72.18,77.97
9/21/2018 23:24:51.4,70.46,-7314.8,71.87,78.22
9/21/2018 23:34:51.4,71.02,-7317.8,71.98,78.01
9/21/2018 23:44:51.4,70.62,-7320.8,71.53,77.72
9/21/2018 23:54:51.4,70.35,-7323.8,72.10,77.74
9/22/2018 00:04:51.4,70.23,-7326.4,72.16,77.27
9/22/2018 00:14:51.4,70.58,-7329.0,72.14,77.79
9/22/2018 00:24:51.4,71.62,-7331.8,72.50,77.97
9/22/2018 00:34:51.4,71.30,-7334.5,72.82,78.28
9/22/2018 00:44:51.4,71.77,-7337.3,72.82,78.64
9/22/2018 00:54:51.4,71.62,-7340.1,73.06,78.73
9/22/2018 01:04:51.4,72.29,-7343.2,72.34,79.05
9/22/2018 01:14:51.4,71.54,-7346.5,72.72,78.76
9/22/2018 01:24:51.4,72.01,-7349.3,72.99,78.51
9/22/2018 01:34:51.4,72.25,-7352.1,72.81,78.57
9/22/2018 01:44:51.4,71.46,-7355.0,72.95,78.75
9/22/2018 01:54:51.4,71.73,-7358.0,72.23,78.80
9/22/2018 02:04:51.4,71.34,-7361.3,72.21,78.62
9/22/2018 02:14:51.4,71.58,-7364.2,72.68,78.35
9/22/2018 02:24:51.4,71.10,-7367.0,72.55,78.35
9/22/2018 02:34:51.4,71.54,-7369.9,72.59,78.51
9/22/2018 02:44:51.4,71.42,-7372.8,72.97,78.35
9/22/2018 02:54:51.4,71.58,-7375.5,72.66,78.58
9/22/2018 03:04:51.4,72.17,-7378.6,72.09,78.64
9/22/2018 03:14:51.4,70.78,-7381.8,72.59,78.39
9/22/2018 03:24:51.4,71.18,-7384.6,72.39,78.19
9/22/2018 03:34:51.4,71.42,-7387.5,72.50,78.35
9/22/2018 03:44:51.4,71.85,-7390.4,72.75,78.37
9/22/2018 03:54:51.4,71.34,-7393.1,72.41,78.30
9/22/2018 04:04:51.4,71.06,-7396.3,72.12,78.64
9/22/2018 04:14:51.4,71.18,-7399.4,72.05,78.13
9/22/2018 04:24:51.4,71.10,-7402.3,72.39,78.08
9/22/2018 04:34:51.4,71.46,-7405.1,72.34,77.92
9/22/2018 04:44:51.4,71.54,-7407.9,72.41,78.22
9/22/2018 04:54:51.4,71.54,-7410.8,72.32,78.15
9/22/2018 05:04:51.4,71.02,-7413.6,72.64,78.13
9/22/2018 05:14:51.4,71.50,-7416.5,72.07,78.15
9/22/2018 05:24:51.4,70.90,-7419.6,71.96,78.30
9/22/2018 05:34:51.4,70.39,-7422.7,71.91,77.92
9/22/2018 05:44:51.4,70.98,-7425.6,72.23,77.83
9/22/2018 05:54:51.4,70.62,-7428.3,72.28,77.77
9/22/2018 06:04:51.4,71.42,-7431.1,72.28,78.17
9/22/2018 06:14:51.4,70.86,-7434.0,72.43,78.17
9/22/2018 06:24:51.4,71.14,-7436.8,72.82,78.28
9/22/2018 06:34:51.4,71.50,-7439.5,72.66,78.24
9/22/2018 06:44:51.4,70.98,-7442.4,72.84,78.67
9/22/2018 06:54:51.4,71.34,-7445.2,72.81,78.42
9/22/2018 07:04:51.4,71.65,-7448.0,72.54,78.53
9/22/2018 07:14:51.4,71.54,-7451.2,72.01,78.80
9/22/2018 07:24:51.4,70.42,-7454.5,71.87,78.17
9/22/2018 07:34:51.4,71.54,-7457.5,71.92,77.90
9/22/2018 07:44:51.4,70.90,-7460.3,72.12,77.76
9/22/2018 07:54:51.4,70.66,-7463.2,71.91,77.90
9/22/2018 08:04:51.4,71.77,-7466.1,71.83,77.72
9/22/2018 08:14:51.4,70.54,-7469.1,71.82,78.03
9/22/2018 08:24:51.4,71.18,-7471.9,72.05,77.61
9/22/2018 08:34:51.4,70.82,-7474.7,71.82,77.49
9/22/2018 08:44:51.4,71.06,-7477.6,71.94,78.08
9/22/2018 08:54:51.4,70.74,-7480.4,71.80,77.59
9/22/2018 09:04:51.4,70.82,-7483.3,72.01,77.70
9/22/2018 09:14:51.4,71.42,-7486.0,71.91,77.63
9/22/2018 09:24:51.4,70.15,-7488.9,71.92,77.94
9/22/2018 09:34:51.4,71.50,-7491.8,71.92,77.81
9/22/2018 09:44:51.4,70.35,-7494.7,72.05,77.90
9/22/2018 09:54:51.4,71.73,-7497.5,72.28,77.86
9/22/2018 10:04:51.4,71.42,-7500.3,72.28,78.12
9/22/2018 10:14:51.4,71.85,-7503.1,72.41,78.35
9/22/2018 10:24:51.4,71.34,-7506.0,72.75,78.37
9/22/2018 10:34:51.4,71.30,-7508.7,73.29,78.57
9/22/2018 10:44:51.4,72.17,-7511.3,73.40,78.80
9/22/2018 10:54:51.4,71.77,-7514.2,73.56,79.29
9/22/2018 11:04:51.4,72.45,-7517.1,73.47,79.47
9/22/2018 11:14:51.4,72.05,-7520.2,73.09,79.38
9/22/2018 11:24:51.4,72.05,-7523.4,73.17,79.34
9/22/2018 11:34:51.4,72.17,-7526.4,73.29,79.14
9/22/2018 11:44:51.4,72.25,-7529.4,73.17,79.21
9/22/2018 11:54:51.4,72.53,-7532.5,72.90,79.38
9/22/2018 12:04:51.4,71.97,-7535.7,73.60,79.39
9/22/2018 12:14:51.4,72.77,-7538.4,73.94,79.41
9/22/2018 12:24:51.4,73.12,-7541.4,74.07,80.19
9/22/2018 12:34:51.4,73.92,-7544.5,74.75,80.64
9/22/2018 12:44:51.4,74.11,-7547.7,74.07,80.92
9/22/2018 12:54:51.4,74.23,-7551.5,73.96,81.43
9/22/2018 13:04:51.4,73.88,-7555.4,73.18,80.89
9/22/2018 13:14:51.4,73.52,-7559.3,73.62,80.69
9/22/2018 13:24:51.4,74.27,-7562.7,73.69,80.37
9/22/2018 13:34:51.4,73.56,-7566.3,73.72,80.82
9/22/2018 13:44:51.4,74.55,-7570.1,73.44,80.98
9/22/2018 13:54:51.4,73.32,-7573.9,73.72,80.87
9/22/2018 14:04:51.4,74.43,-7577.6,73.85,80.96
9/22/2018 14:14:51.4,74.23,-7581.3,73.87,81.16
9/22/2018 14:24:51.4,74.67,-7585.3,73.53,81.55
9/22/2018 14:34:51.4,74.19,-7589.4,73.51,81.30
9/22/2018 14:44:51.4,74.11,-7593.2,73.81,81.34
9/22/2018 14:54:51.4,74.75,-7597.2,73.65,81.41
9/22/2018 15:04:51.4,73.68,-7601.3,73.40,81.59
9/22/2018 15:14:51.4,74.35,-7605.5,73.33,81.50
9/22/2018 15:24:51.4,74.27,-7609.5,73.67,81.16
9/22/2018 15:34:51.4,74.75,-7613.4,73.69,81.45
9/22/2018 15:44:51.4,73.76,-7617.4,73.62,81.45
9/22/2018 15:54:51.4,74.51,-7621.6,73.40,81.73
9/22/2018 16:04:51.4,74.35,-7625.7,73.65,81.36
9/22/2018 16:14:51.4,74.23,-7629.6,73.67,81.07
9/22/2018 16:24:51.4,75.46,-7633.4,73.71,80.65
9/22/2018 16:34:51.4,74.67,-7637.6,73.51,81.55
9/22/2018 16:44:51.4,74.99,-7641.7,73.76,81.45
9/22/2018 16:54:51.4,74.59,-7645.7,73.72,81.41
9/22/2018 17:04:51.4,74.91,-7649.8,73.71,81.66
9/22/2018 17:14:51.4,74.31,-7653.9,73.31,81.52
9/22/2018 17:24:51.4,74.91,-7658.2,73.44,81.63
9/22/2018 17:34:51.4,75.07,-7662.2,73.71,81.16
9/22/2018 17:44:51.4,74.43,-7666.1,73.72,81.27
9/22/2018 17:54:51.4,74.83,-7670.1,73.42,81.32
9/22/2018 18:04:51.4,74.59,-7674.2,73.24,81.07
9/22/2018 18:14:51.4,74.79,-7678.1,73.60,80.73
9/22/2018 18:24:51.4,73.92,-7681.7,73.58,80.46
9/22/2018 18:34:51.4,74.95,-7685.3,73.49,80.71
9/22/2018 18:44:51.4,74.59,-7689.1,73.18,80.46
9/22/2018 18:54:51.4,74.08,-7692.8,73.58,80.44
9/22/2018 19:04:51.4,74.19,-7696.2,73.71,80.20
9/22/2018 19:14:51.4,73.76,-7699.6,73.85,80.60
9/22/2018 19:24:51.4,74.59,-7703.2,73.35,80.55
9/22/2018 19:34:51.4,73.76,-7706.9,73.49,80.31
9/22/2018 19:44:51.4,74.15,-7710.3,73.65,80.08
9/22/2018 19:54:51.4,73.88,-7713.6,73.60,80.11
9/22/2018 20:04:51.4,73.96,-7717.1,73.22,80.11
9/22/2018 20:14:51.4,73.96,-7720.5,73.40,79.88
9/22/2018 20:24:51.4,73.68,-7723.8,73.47,79.77
9/22/2018 20:34:51.4,73.88,-7726.9,73.51,79.59
9/22/2018 20:44:51.4,73.40,-7730.0,73.54,79.61
9/22/2018 20:54:51.4,73.76,-7733.1,73.56,79.63
9/22/2018 21:04:51.4,73.08,-7736.2,73.51,79.50
9/22/2018 21:14:51.4,73.68,-7739.3,73.54,79.54
9/22/2018 21:24:51.4,73.60,-7742.4,73.49,79.48
9/22/2018 21:34:51.4,73.48,-7745.4,73.49,79.52
9/22/2018 21:44:51.4,73.68,-7748.5,73.58,79.63
9/22/2018 21:54:51.4,73.00,-7751.6,73.63,79.74
9/22/2018 22:04:51.4,73.80,-7754.7,73.60,79.61
9/22/2018 22:14:51.4,73.60,-7757.8,73.69,79.70
9/22/2018 22:24:51.4,73.84,-7760.9,73.74,79.84
9/22/2018 22:34:51.4,73.48,-7763.9,73.65,79.70
9/22/2018 22:44:51.4,73.60,-7767.1,73.65,79.90
9/22/2018 22:54:51.4,73.84,-7770.4,73.06,79.77
9/22/2018 23:04:51.4,72.73,-7773.7,73.51,79.70
9/22/2018 23:14:51.4,73.32,-7776.8,73.31,79.39
9/22/2018 23:24:51.4,72.73,-7780.0,73.45,79.70
9/22/2018 23:34:51.4,73.52,-7783.2,73.26,79.63
9/22/2018 23:44:51.4,72.57,-7786.5,72.82,79.48
9/22/2018 23:54:51.4,73.00,-7789.8,72.95,79.34
9/23/2018 00:04:51.4,72.81,-7792.9,72.86,78.82
9/23/2018 00:14:51.4,72.96,-7796.0,72.64,78.93
9/23/2018 00:24:51.4,72.69,-7799.2,72.50,78.85
9/23/2018 00:34:51.4,72.09,-7802.3,72.52,78.57
9/23/2018 00:44:51.4,73.52,-7805.5,72.05,78.55
9/23/2018 00:54:51.4,71.77,-7808.7,72.63,78.42
9/23/2018 01:04:51.4,72.77,-7811.5,72.86,78.39
9/23/2018 01:14:51.4,72.49,-7814.3,73.00,78.67
9/23/2018 01:24:51.4,72.77,-7817.1,73.31,78.98
9/23/2018 01:34:51.4,72.49,-7820.2,72.59,79.20
9/23/2018 01:44:51.4,72.05,-7823.5,73.08,79.25
9/23/2018 01:54:51.4,73.40,-7826.4,72.95,78.85
9/23/2018 02:04:51.4,72.13,-7829.7,72.55,79.25
9/23/2018 02:14:51.4,73.00,-7832.8,73.22,79.02
9/23/2018 02:24:51.4,72.37,-7835.7,72.79,78.94
9/23/2018 02:34:51.4,72.96,-7839.0,72.64,79.16
9/23/2018 02:44:51.4,72.25,-7842.1,72.45,78.71
9/23/2018 02:54:51.4,72.29,-7845.4,72.25,78.87
9/23/2018 03:04:51.4,72.33,-7848.6,72.27,78.53
9/23/2018 03:14:51.4,71.85,-7851.6,72.90,78.51
9/23/2018 03:24:51.4,72.57,-7854.5,72.79,78.62
9/23/2018 03:34:51.4,72.05,-7857.4,73.31,78.73
9/23/2018 03:44:51.4,73.08,-7860.3,72.70,78.94
9/23/2018 03:54:51.4,72.09,-7863.6,72.61,79.14
9/23/2018 04:04:51.4,72.21,-7866.7,72.95,78.76
9/23/2018 04:14:51.4,72.85,-7869.6,72.86,78.80
9/23/2018 04:24:51.4,72.29,-7872.6,73.54,79.16
9/23/2018 04:34:51.4,72.81,-7875.5,72.82,79.02
9/23/2018 04:44:51.4,73.04,-7878.8,72.70,79.34
9/23/2018 04:54:51.4,72.85,-7882.1,72.68,78.93
9/23/2018 05:04:51.4,72.29,-7885.3,72.25,78.71
9/23/2018 05:14:51.4,72.53,-7888.4,72.84,78.66
9/23/2018 05:24:51.4,72.13,-7891.3,72.72,78.60
9/23/2018 05:34:51.4,72.33,-7894.4,72.63,79.05
9/23/2018 05:44:51.4,72.61,-7897.4,73.18,78.69
9/23/2018 05:54:51.4,72.37,-7900.3,73.09,78.94
9/23/2018 06:04:51.4,72.92,-7903.2,73.42,79.03
9/23/2018 06:14:51.4,72.81,-7906.1,73.13,79.14
9/23/2018 06:24:51.4,72.69,-7909.3,72.79,79.54
9/23/2018 06:34:51.4,72.37,-7912.6,72.68,79.02
9/23/2018 06:44:51.4,72.73,-7915.9,72.32,78.91
9/23/2018 06:54:51.4,72.13,-7919.1,72.55,78.67
9/23/2018 07:04:51.4,71.54,-7922.0,73.00,78.49
9/23/2018 07:14:51.4,73.60,-7924.8,72.95,78.64
9/23/2018 07:24:51.4,71.93,-7927.7,73.35,79.03
9/23/2018 07:34:51.4,72.69,-7930.5,73.08,78.91
9/23/2018 07:44:51.4,73.24,-7933.6,72.63,79.11
9/23/2018 07:54:51.4,72.65,-7936.9,73.04,79.07
9/23/2018 08:04:51.4,71.58,-7939.7,72.73,78.46
9/23/2018 08:14:51.4,72.65,-7942.7,72.86,78.85
9/23/2018 08:24:51.4,72.41,-7945.7,72.81,78.80
9/23/2018 08:34:51.4,72.25,-7948.7,73.06,78.85
9/23/2018 08:44:51.4,73.08,-7951.7,72.50,78.71
9/23/2018 08:54:51.4,72.25,-7955.0,72.46,79.09
9/23/2018 09:04:51.4,72.25,-7958.1,72.79,78.62
9/23/2018 09:14:51.4,72.29,-7960.9,72.77,78.51
9/23/2018 09:24:51.4,72.57,-7963.9,73.11,79.21
9/23/2018 09:34:51.4,72.69,-7966.7,73.27,78.80
9/23/2018 09:44:51.4,73.04,-7969.8,72.84,79.12
9/23/2018 09:54:51.4,73.12,-7973.0,72.57,79.25
9/23/2018 10:04:51.4,71.93,-7976.2,72.36,78.60
9/23/2018 10:14:51.4,72.92,-7979.4,72.16,78.62
9/23/2018 10:24:51.4,72.25,-7982.5,72.68,78.49
9/23/2018 10:34:51.4,72.29,-7985.2,73.45,78.51
9/23/2018 10:44:51.4,73.20,-7987.8,73.85,79.03
9/23/2018 10:54:51.4,73.32,-7990.5,74.53,79.97
9/23/2018 11:04:51.4,73.60,-7993.4,73.72,79.86
9/23/2018 11:14:51.4,73.16,-7996.7,73.85,80.15
9/23/2018 11:24:51.4,73.48,-7999.7,73.96,80.02
9/23/2018 11:34:51.4,73.64,-8002.7,73.60,79.90
9/23/2018 11:44:51.4,73.36,-8006.1,73.53,80.08
9/23/2018 11:54:51.4,73.00,-8009.3,73.60,79.77
9/23/2018 12:04:51.4,73.20,-8012.3,73.90,80.01
9/23/2018 12:14:51.4,73.36,-8015.5,73.71,80.11
9/23/2018 12:24:51.4,73.68,-8018.9,73.49,80.60
9/23/2018 12:34:51.4,73.60,-8022.4,73.71,80.24
9/23/2018 12:44:51.4,73.72,-8025.7,73.92,80.28
9/23/2018 12:54:51.4,74.19,-8029.1,73.89,80.92
9/23/2018 13:04:51.4,73.56,-8032.7,73.47,80.67
9/23/2018 13:14:51.4,73.96,-8036.4,73.80,80.78
9/23/2018 13:24:51.4,73.76,-8039.9,73.89,80.76
9/23/2018 13:34:51.4,73.60,-8043.6,73.89,81.09
9/23/2018 13:44:51.4,74.71,-8047.4,73.47,81.12
9/23/2018 13:54:51.4,73.88,-8051.4,73.71,81.34
9/23/2018 14:04:51.4,74.67,-8055.1,73.72,81.01
9/23/2018 14:14:51.4,74.15,-8058.9,73.87,81.32
9/23/2018 14:24:51.4,74.71,-8062.9,73.60,81.70
9/23/2018 14:34:51.4,73.72,-8067.0,73.51,81.52
9/23/2018 14:44:51.4,74.11,-8071.0,73.81,81.37
9/23/2018 14:54:51.4,74.35,-8074.9,73.76,81.52
9/23/2018 15:04:51.4,74.19,-8078.9,73.63,81.68
9/23/2018 15:14:51.4,74.15,-8083.1,73.36,81.68
9/23/2018 15:24:51.4,73.56,-8087.3,73.71,81.52
9/23/2018 15:34:51.4,74.99,-8091.3,73.71,81.45
9/23/2018 15:44:51.4,74.19,-8095.3,73.72,81.54
9/23/2018 15:54:51.4,75.03,-8099.5,73.29,81.57
9/23/2018 16:04:51.4,73.64,-8103.7,73.56,81.46
