Time (YY:MM:DD hh:mm:ss.s),Flow (US GPM),Energy NET (Ton),RTD1 Temperature (F),RTD2 Temperature (F)
9/17/2018 19:34:51.4,74.00,-5341.2,73.62,80.15
9/17/2018 19:44:51.4,74.39,-5344.7,73.22,80.15
9/17/2018 19:54:51.4,73.12,-5348.2,73.24,79.90
9/17/2018 20:04:51.4,74.19,-5351.3,73.54,79.41
9/17/2018 20:14:51.4,73.20,-5354.4,73.20,79.39
9/17/2018 20:24:51.4,73.92,-5357.6,73.04,79.32
9/17/2018 20:34:51.4,72.88,-5360.7,73.26,78.89
9/17/2018 20:44:51.4,73.48,-5363.4,73.44,78.64
9/17/2018 20:54:51.4,73.04,-5366.0,73.40,78.84
9/17/2018 21:04:51.4,73.16,-5368.9,73.40,79.16
9/17/2018 21:14:51.4,73.56,-5371.8,73.40,79.07
9/17/2018 21:24:51.4,73.44,-5374.6,73.81,79.16
9/17/2018 21:34:51.4,73.76,-5377.4,73.49,79.43
9/17/2018 21:44:51.4,72.81,-5380.4,73.51,79.52
9/17/2018 21:54:51.4,73.72,-5383.5,73.67,79.45
9/17/2018 22:04:51.4,73.00,-5386.3,73.78,79.32
9/17/2018 22:14:51.4,73.52,-5389.3,73.51,79.66
9/17/2018 22:24:51.4,73.24,-5392.5,73.36,79.54
9/17/2018 22:34:51.4,73.28,-5395.5,73.67,79.34
9/17/2018 22:44:51.4,73.72,-5398.3,73.69,79.14
9/17/2018 22:54:51.4,72.81,-5401.3,73.49,79.52
9/17/2018 23:04:51.4,73.40,-5404.3,73.35,79.36
9/17/2018 23:14:51.4,73.48,-5407.2,73.81,79.25
9/17/2018 23:24:51.4,73.80,-5410.0,73.85,79.41
9/17/2018 23:34:51.4,73.00,-5413.0,73.18,79.41
9/17/2018 23:44:51.4,74.08,-5416.3,73.35,79.43
9/17/2018 23:54:51.4,72.73,-5419.1,73.56,78.87
9/18/2018 00:04:51.4,73.12,-5421.9,73.36,79.03
9/18/2018 00:14:51.4,73.36,-5425.0,72.73,78.82
9/18/2018 00:24:51.4,72.53,-5427.8,73.42,78.87
9/18/2018 00:34:51.4,72.92,-5430.4,73.22,78.42
9/18/2018 00:44:51.4,72.73,-5433.2,73.08,78.73
9/18/2018 00:54:51.4,72.88,-5435.9,73.67,78.96
9/18/2018 01:04:51.4,72.96,-5438.6,72.88,78.67
9/18/2018 01:14:51.4,72.96,-5441.7,73.06,79.14
9/18/2018 01:24:51.4,73.00,-5444.5,73.02,78.44
9/18/2018 01:34:51.4,72.13,-5447.3,72.82,78.62
9/18/2018 01:44:51.4,72.77,-5450.2,72.95,78.42
9/18/2018 01:54:51.4,72.33,-5452.8,72.88,78.26
9/18/2018 02:04:51.4,73.04,-5455.7,72.61,78.35
9/18/2018 02:14:51.4,71.93,-5458.4,73.08,78.30
9/18/2018 02:24:51.4,72.96,-5461.2,72.84,78.58
9/18/2018 02:34:51.4,72.73,-5464.1,72.95,78.62
9/18/2018 02:44:51.4,72.45,-5466.8,73.27,78.58
9/18/2018 02:54:51.4,73.04,-5469.6,73.08,78.73
9/18/2018 03:04:51.4,72.41,-5472.5,73.33,78.80
9/18/2018 03:14:51.4,72.57,-5475.2,73.08,78.60
9/18/2018 03:24:51.4,72.85,-5478.0,73.00,78.84
9/18/2018 03:34:51.4,73.00,-5480.9,73.22,78.64
9/18/2018 03:44:51.4,72.29,-5483.7,72.88,78.48
9/18/2018 03:54:51.4,72.65,-5486.6,72.82,78.73
9/18/2018 04:04:51.4,72.37,-5489.4,73.17,78.60
9/18/2018 04:14:51.4,72.21,-5492.2,72.81,78.51
9/18/2018 04:24:51.4,72.77,-5495.1,72.88,78.48
9/18/2018 04:34:51.4,72.09,-5497.8,72.95,78.55
9/18/2018 04:44:51.4,72.21,-5500.6,72.64,78.46
9/18/2018 04:54:51.4,71.89,-5503.5,72.95,78.30
9/18/2018 05:04:51.4,72.85,-5506.2,72.68,78.31
9/18/2018 05:14:51.4,72.33,-5509.1,72.55,78.31
9/18/2018 05:24:51.4,72.25,-5511.8,72.90,78.26
9/18/2018 05:34:51.4,72.57,-5514.6,72.54,78.21
9/18/2018 05:44:51.4,72.41,-5517.5,72.73,78.44
9/18/2018 05:54:51.4,72.49,-5520.3,72.95,78.22
9/18/2018 06:04:51.4,71.85,-5523.0,72.68,78.35
9/18/2018 06:14:51.4,72.33,-5525.9,72.90,78.46
9/18/2018 06:24:51.4,72.21,-5528.6,72.63,78.12
9/18/2018 06:34:51.4,72.37,-5531.5,72.57,78.55
9/18/2018 06:44:51.4,72.09,-5534.4,72.84,78.17
9/18/2018 06:54:51.4,72.41,-5537.1,72.81,78.37
9/18/2018 07:04:51.4,73.12,-5539.9,72.70,78.40
9/18/2018 07:14:51.4,72.25,-5542.8,73.18,78.51
9/18/2018 07:24:51.4,72.85,-5545.5,72.75,78.35
9/18/2018 07:34:51.4,72.45,-5548.5,72.77,78.49
9/18/2018 07:44:51.4,72.92,-5551.2,73.15,78.62
9/18/2018 07:54:51.4,72.57,-5553.9,73.44,78.49
9/18/2018 08:04:51.4,72.85,-5556.6,73.13,78.75
9/18/2018 08:14:51.4,72.53,-5559.5,73.06,78.98
9/18/2018 08:24:51.4,72.41,-5562.5,72.54,78.91
9/18/2018 08:34:51.4,72.57,-5565.5,73.00,78.58
9/18/2018 08:44:51.4,72.21,-5568.2,73.35,78.62
9/18/2018 08:54:51.4,73.24,-5570.8,73.22,78.66
9/18/2018 09:04:51.4,72.57,-5573.5,73.35,78.76
9/18/2018 09:14:51.4,73.24,-5576.2,73.53,79.05
9/18/2018 09:24:51.4,72.57,-5578.9,73.62,79.00
9/18/2018 09:34:51.4,72.61,-5581.7,73.56,79.36
9/18/2018 09:44:51.4,72.88,-5584.6,73.63,79.25
9/18/2018 09:54:51.4,72.61,-5587.4,73.89,79.20
9/18/2018 10:04:51.4,73.28,-5590.1,73.72,79.36
9/18/2018 10:14:51.4,72.92,-5593.1,73.80,79.59
9/18/2018 10:24:51.4,74.11,-5596.2,73.53,79.70
9/18/2018 10:34:51.4,72.92,-5599.2,73.90,79.54
9/18/2018 10:44:51.4,73.40,-5602.1,73.60,79.59
9/18/2018 10:54:51.4,73.16,-5605.2,73.69,79.66
9/18/2018 11:04:51.4,73.44,-5608.2,73.76,79.41
9/18/2018 11:14:51.4,73.88,-5611.1,73.53,79.25
9/18/2018 11:24:51.4,72.81,-5614.1,73.65,79.70
9/18/2018 11:34:51.4,74.04,-5617.2,73.51,79.70
9/18/2018 11:44:51.4,73.48,-5620.3,73.87,79.65
9/18/2018 11:54:51.4,73.92,-5623.3,73.76,79.95
9/18/2018 12:04:51.4,73.24,-5626.5,73.51,79.86
9/18/2018 12:14:51.4,74.19,-5629.8,73.63,80.04
9/18/2018 12:24:51.4,73.56,-5632.9,73.94,80.02
9/18/2018 12:34:51.4,74.08,-5636.1,73.49,80.17
9/18/2018 12:44:51.4,76.14,-5639.7,73.51,80.60
9/18/2018 12:54:51.4,74.91,-5643.4,73.90,80.94
9/18/2018 13:04:51.4,76.14,-5647.0,73.92,81.05
9/18/2018 13:14:51.4,75.34,-5650.9,73.51,81.10
9/18/2018 13:24:51.4,73.72,-5654.8,73.33,81.25
9/18/2018 13:34:51.4,73.32,-5658.5,73.53,80.17
9/18/2018 13:44:51.4,74.00,-5661.9,73.58,80.40
9/18/2018 13:54:51.4,77.88,-5665.6,73.35,80.74
9/18/2018 14:04:51.4,75.62,-5669.6,73.89,81.75
9/18/2018 14:14:51.4,76.50,-5673.4,74.16,81.32
9/18/2018 14:24:51.4,75.90,-5677.3,74.32,81.68
9/18/2018 14:34:51.4,77.01,-5681.4,73.94,81.88
9/18/2018 14:44:51.4,75.58,-5685.6,73.89,81.72
9/18/2018 14:54:51.4,76.46,-5689.5,74.26,81.61
9/18/2018 15:04:51.4,76.02,-5693.5,74.16,81.82
9/18/2018 15:14:51.4,76.42,-5697.7,73.96,82.08
9/18/2018 15:24:51.4,76.61,-5701.9,73.90,81.79
9/18/2018 15:34:51.4,74.27,-5706.0,73.87,81.77
9/18/2018 15:44:51.4,74.75,-5709.9,73.58,81.14
9/18/2018 15:54:51.4,73.92,-5713.8,73.65,81.18
9/18/2018 16:04:51.4,74.55,-5717.6,73.67,81.12
9/18/2018 16:14:51.4,74.00,-5721.5,73.71,81.07
9/18/2018 16:24:51.4,75.07,-5725.3,73.69,81.25
9/18/2018 16:34:51.4,74.08,-5729.2,73.67,81.10
9/18/2018 16:44:51.4,74.43,-5733.0,73.65,81.14
9/18/2018 16:54:51.4,73.84,-5736.9,73.51,80.92
9/18/2018 17:04:51.4,74.27,-5740.7,73.49,80.87
9/18/2018 17:14:51.4,74.04,-5744.5,73.49,80.96
9/18/2018 17:24:51.4,73.64,-5748.3,73.44,80.76
9/18/2018 17:34:51.4,74.71,-5752.0,73.58,80.76
9/18/2018 17:44:51.4,74.00,-5755.7,73.58,80.69
9/18/2018 17:54:51.4,74.27,-5759.4,73.54,80.64
9/18/2018 18:04:51.4,73.72,-5763.0,73.47,80.53
9/18/2018 18:14:51.4,74.75,-5766.6,73.40,80.28
9/18/2018 18:24:51.4,73.80,-5770.1,73.44,80.38
9/18/2018 18:34:51.4,74.31,-5773.6,73.40,80.22
9/18/2018 18:44:51.4,74.31,-5777.0,73.53,80.15
9/18/2018 18:54:51.4,73.76,-5780.5,73.58,80.28
9/18/2018 19:04:51.4,74.43,-5783.9,73.65,80.24
9/18/2018 19:14:51.4,73.60,-5787.3,73.69,80.42
9/18/2018 19:24:51.4,74.27,-5790.7,73.45,80.17
9/18/2018 19:34:51.4,73.72,-5794.2,73.49,80.28
9/18/2018 19:44:51.4,73.72,-5797.6,73.31,79.95
9/18/2018 19:54:51.4,73.52,-5800.9,73.45,79.79
9/18/2018 20:04:51.4,73.80,-5804.2,73.33,79.81
9/18/2018 20:14:51.4,73.64,-5807.4,73.44,79.70
9/18/2018 20:24:51.4,72.96,-5810.6,73.40,79.59
9/18/2018 20:34:51.4,74.27,-5813.7,73.36,79.41
9/18/2018 20:44:51.4,73.20,-5816.8,73.53,79.34
9/18/2018 20:54:51.4,73.88,-5819.8,73.40,79.32
9/18/2018 21:04:51.4,72.69,-5822.8,73.49,79.38
9/18/2018 21:14:51.4,73.84,-5825.8,73.44,79.45
9/18/2018 21:24:51.4,73.20,-5828.8,73.45,79.38
9/18/2018 21:34:51.4,72.92,-5831.8,73.51,79.48
9/18/2018 21:44:51.4,73.12,-5834.9,73.44,79.30
9/18/2018 21:54:51.4,72.96,-5837.9,73.58,79.36
9/18/2018 22:04:51.4,73.68,-5840.8,73.44,79.25
9/18/2018 22:14:51.4,72.96,-5843.8,73.36,79.25
9/18/2018 22:24:51.4,73.36,-5846.9,72.63,79.27
9/18/2018 22:34:51.4,72.53,-5850.1,73.11,78.91
9/18/2018 22:44:51.4,72.96,-5852.8,73.44,78.66
9/18/2018 22:54:51.4,72.85,-5855.5,73.31,78.93
9/18/2018 23:04:51.4,73.32,-5858.4,73.81,79.20
9/18/2018 23:14:51.4,73.32,-5861.1,73.33,79.07
9/18/2018 23:24:51.4,72.29,-5864.3,72.97,79.59
9/18/2018 23:34:51.4,72.69,-5867.5,73.31,79.34
9/18/2018 23:44:51.4,73.00,-5870.3,73.18,78.80
9/18/2018 23:54:51.4,73.12,-5873.3,73.04,79.09
9/19/2018 00:04:51.4,72.17,-5876.1,73.51,78.69
9/19/2018 00:14:51.4,73.04,-5878.8,73.27,78.85
9/19/2018 00:24:51.4,72.49,-5881.6,73.33,78.82
9/19/2018 00:34:51.4,73.04,-5884.3,73.58,78.87
9/19/2018 00:44:51.4,72.81,-5887.1,73.44,79.16
9/19/2018 00:54:51.4,72.37,-5889.9,73.63,79.11
9/19/2018 01:04:51.4,72.96,-5892.7,73.53,79.07
9/19/2018 01:14:51.4,72.05,-5895.5,73.40,79.25
9/19/2018 01:24:51.4,73.52,-5898.4,73.65,79.14
9/19/2018 01:34:51.4,72.81,-5901.2,73.44,79.12
9/19/2018 01:44:51.4,73.08,-5904.2,73.35,79.32
9/19/2018 01:54:51.4,71.97,-5907.2,73.40,79.05
9/19/2018 02:04:51.4,72.81,-5910.0,73.40,79.05
9/19/2018 02:14:51.4,73.04,-5912.9,73.18,79.11
9/19/2018 02:24:51.4,72.29,-5915.9,73.29,79.18
9/19/2018 02:34:51.4,72.57,-5918.7,73.33,78.98
9/19/2018 02:44:51.4,72.53,-5921.7,73.20,79.20
9/19/2018 02:54:51.4,72.81,-5924.7,73.17,79.11
9/19/2018 03:04:51.4,72.33,-5927.5,73.11,78.64
9/19/2018 03:14:51.4,72.77,-5930.4,72.91,78.87
9/19/2018 03:24:51.4,72.09,-5933.4,72.88,78.55
9/19/2018 03:34:51.4,71.93,-5936.1,73.02,78.71
9/19/2018 03:44:51.4,72.37,-5938.9,72.81,78.46
9/19/2018 03:54:51.4,71.73,-5941.7,72.99,78.42
9/19/2018 04:04:51.4,72.21,-5944.4,72.79,78.30
9/19/2018 04:14:51.4,72.05,-5947.3,72.75,78.57
9/19/2018 04:24:51.4,72.45,-5950.2,72.91,78.46
9/19/2018 04:34:51.4,72.37,-5952.9,72.99,78.26
9/19/2018 04:44:51.4,72.45,-5955.7,72.95,78.85
9/19/2018 04:54:51.4,72.53,-5958.5,73.06,78.40
9/19/2018 05:04:51.4,72.41,-5961.2,73.00,78.57
9/19/2018 05:14:51.4,72.69,-5964.0,72.90,78.75
9/19/2018 05:24:51.4,71.97,-5966.8,73.27,78.57
9/19/2018 05:34:51.4,72.53,-5969.6,72.91,78.62
9/19/2018 05:44:51.4,71.89,-5972.5,72.77,78.48
9/19/2018 05:54:51.4,72.37,-5975.3,73.06,78.48
9/19/2018 06:04:51.4,72.45,-5978.0,72.66,78.37
9/19/2018 06:14:51.4,72.01,-5981.0,72.63,78.60
9/19/2018 06:24:51.4,71.89,-5983.8,73.06,78.55
9/19/2018 06:34:51.4,72.01,-5986.6,72.79,78.62
9/19/2018 06:44:51.4,72.41,-5989.6,72.55,78.57
9/19/2018 06:54:51.4,71.62,-5992.6,72.77,78.42
9/19/2018 07:04:51.4,72.41,-5995.4,72.45,78.15
9/19/2018 07:14:51.4,71.97,-5998.3,72.27,78.13
9/19/2018 07:24:51.4,73.04,-6001.3,72.09,78.12
9/19/2018 07:34:51.4,71.85,-6004.2,72.45,77.90
9/19/2018 07:44:51.4,72.21,-6007.0,72.21,77.97
9/19/2018 07:54:51.4,72.17,-6009.9,72.09,77.95
9/19/2018 08:04:51.4,71.77,-6012.6,72.63,77.94
9/19/2018 08:14:51.4,72.29,-6015.2,72.54,77.74
9/19/2018 08:24:51.4,71.46,-6017.9,72.81,78.22
9/19/2018 08:34:51.4,72.17,-6020.5,73.11,78.06
9/19/2018 08:44:51.4,71.81,-6023.1,72.73,78.40
9/19/2018 08:54:51.4,72.88,-6026.1,72.81,78.69
9/19/2018 09:04:51.4,71.46,-6028.8,73.67,78.28
9/19/2018 09:14:51.4,72.49,-6031.2,73.56,78.85
9/19/2018 09:24:51.4,72.69,-6034.0,73.27,79.11
9/19/2018 09:34:51.4,72.29,-6037.1,72.90,79.14
9/19/2018 09:44:51.4,72.53,-6040.2,72.90,78.84
9/19/2018 09:54:51.4,72.01,-6042.9,73.65,78.69
9/19/2018 10:04:51.4,72.96,-6045.6,72.91,78.94
9/19/2018 10:14:51.4,71.97,-6048.6,73.33,79.18
9/19/2018 10:24:51.4,73.04,-6051.4,73.76,79.03
9/19/2018 10:34:51.4,73.00,-6054.1,73.69,79.20
9/19/2018 10:44:51.4,73.12,-6057.0,73.65,79.59
9/19/2018 10:54:51.4,72.77,-6060.0,73.29,79.47
9/19/2018 11:04:51.4,72.57,-6063.1,73.67,79.59
9/19/2018 11:14:51.4,73.52,-6065.8,74.19,79.20
9/19/2018 11:24:51.4,73.08,-6068.7,73.85,79.84
9/19/2018 11:34:51.4,73.76,-6071.7,73.92,80.04
9/19/2018 11:44:51.4,72.85,-6074.6,74.25,79.84
9/19/2018 11:54:51.4,74.00,-6077.6,73.99,80.10
9/19/2018 12:04:51.4,73.96,-6080.9,73.80,80.20
9/19/2018 12:14:51.4,74.19,-6084.2,73.81,80.37
9/19/2018 12:24:51.4,73.64,-6087.4,73.99,80.19
9/19/2018 12:34:51.4,73.56,-6090.7,73.81,80.60
9/19/2018 12:44:51.4,74.27,-6094.3,73.51,80.73
9/19/2018 12:54:51.4,73.36,-6097.9,73.80,80.47
9/19/2018 13:04:51.4,74.27,-6101.2,73.99,80.49
9/19/2018 13:14:51.4,74.00,-6104.6,73.85,80.78
9/19/2018 13:24:51.4,74.23,-6108.4,73.72,81.07
9/19/2018 13:34:51.4,73.72,-6112.1,73.94,80.87
9/19/2018 13:44:51.4,75.07,-6115.6,74.16,81.05
9/19/2018 13:54:51.4,74.63,-6119.2,73.99,81.39
9/19/2018 14:04:51.4,73.92,-6123.1,74.01,81.61
9/19/2018 14:14:51.4,74.71,-6126.9,74.25,81.45
9/19/2018 14:24:51.4,74.31,-6130.6,74.48,81.55
9/19/2018 14:34:51.4,75.27,-6134.3,74.41,81.91
9/19/2018 14:44:51.4,73.96,-6138.3,74.25,82.02
9/19/2018 14:54:51.4,75.46,-6142.3,74.77,81.97
9/19/2018 15:04:51.4,74.55,-6146.0,74.70,82.06
9/19/2018 15:14:51.4,75.23,-6150.1,74.39,82.54
9/19/2018 15:24:51.4,74.15,-6154.1,74.70,82.31
9/19/2018 15:34:51.4,74.35,-6158.0,74.64,82.26
9/19/2018 15:44:51.4,77.13,-6162.1,74.89,82.58
9/19/2018 15:54:51.4,76.38,-6166.3,75.06,82.78
9/19/2018 16:04:51.4,77.37,-6170.6,74.66,83.21
9/19/2018 16:14:51.4,76.65,-6175.0,75.31,82.98
9/19/2018 16:24:51.4,77.53,-6179.2,74.98,82.99
9/19/2018 16:34:51.4,76.85,-6183.6,74.80,83.23
9/19/2018 16:44:51.4,76.89,-6188.0,74.95,83.21
9/19/2018 16:54:51.4,76.89,-6192.3,74.98,82.89
9/19/2018 17:04:51.4,76.34,-6196.5,75.16,83.07
9/19/2018 17:14:51.4,76.97,-6200.7,75.16,83.17
9/19/2018 17:24:51.4,77.01,-6205.0,75.11,83.30
9/19/2018 17:34:51.4,77.09,-6209.5,74.77,83.16
9/19/2018 17:44:51.4,76.22,-6213.8,75.02,82.85
9/19/2018 17:54:51.4,77.01,-6218.0,74.55,82.78
9/19/2018 18:04:51.4,76.65,-6222.2,75.07,82.54
9/19/2018 18:14:51.4,76.65,-6226.3,74.43,82.53
9/19/2018 18:24:51.4,75.98,-6230.4,75.06,82.31
9/19/2018 18:34:51.4,75.74,-6234.3,74.89,82.17
9/19/2018 18:44:51.4,76.73,-6238.3,74.50,82.36
9/19/2018 18:54:51.4,75.70,-6242.3,74.71,82.06
9/19/2018 19:04:51.4,76.77,-6246.3,74.17,82.24
9/19/2018 19:14:51.4,75.98,-6250.3,74.82,81.84
9/19/2018 19:24:51.4,76.46,-6254.1,74.57,81.82
9/19/2018 19:34:51.4,75.70,-6257.9,74.62,81.95
9/19/2018 19:44:51.4,75.86,-6261.9,74.16,82.02
9/19/2018 19:54:51.4,75.46,-6265.8,74.75,81.75
9/19/2018 20:04:51.4,73.24,-6269.5,74.21,81.66
9/19/2018 20:14:51.4,73.88,-6273.2,74.10,81.19
9/19/2018 20:24:51.4,73.12,-6276.8,73.96,80.78
9/19/2018 20:34:51.4,74.31,-6280.3,73.67,80.64
9/19/2018 20:44:51.4,73.08,-6283.8,73.63,80.38
9/19/2018 20:54:51.4,73.72,-6287.1,73.99,80.20
9/19/2018 21:04:51.4,73.60,-6290.3,73.62,80.10
9/19/2018 21:14:51.4,73.20,-6293.7,73.42,80.33
9/19/2018 21:24:51.4,73.16,-6297.1,73.33,80.15
9/19/2018 21:34:51.4,72.88,-6300.4,73.67,79.77
9/19/2018 21:44:51.4,73.48,-6303.4,73.67,79.74
9/19/2018 21:54:51.4,72.81,-6306.6,73.78,79.99
9/19/2018 22:04:51.4,73.48,-6309.9,73.35,80.06
9/19/2018 22:14:51.4,72.88,-6313.3,73.33,79.99
9/19/2018 22:24:51.4,73.60,-6316.5,73.63,79.79
9/19/2018 22:34:51.4,72.61,-6319.6,73.78,79.84
9/19/2018 22:44:51.4,73.36,-6322.7,73.47,80.04
9/19/2018 22:54:51.4,73.36,-6326.1,73.33,79.92
9/19/2018 23:04:51.4,72.37,-6329.3,73.65,79.75
9/19/2018 23:14:51.4,73.76,-6332.4,73.60,79.79
9/19/2018 23:24:51.4,72.73,-6335.5,73.74,80.01
9/19/2018 23:34:51.4,73.44,-6338.8,73.40,80.11
9/19/2018 23:44:51.4,72.53,-6342.2,73.63,80.06
9/19/2018 23:54:51.4,73.28,-6345.3,73.72,79.97
9/20/2018 00:04:51.4,74.04,-6348.6,73.49,80.08
9/20/2018 00:14:51.4,72.81,-6352.0,73.54,80.10
9/20/2018 00:24:51.4,73.24,-6355.2,73.29,79.75
9/20/2018 00:34:51.4,71.93,-6358.5,73.44,79.72
9/20/2018 00:44:51.4,73.44,-6361.6,73.51,79.86
9/20/2018 00:54:51.4,72.21,-6364.8,73.62,79.79
9/20/2018 01:04:51.4,73.48,-6367.9,73.60,79.93
9/20/2018 01:14:51.4,72.73,-6371.1,73.60,79.77
9/20/2018 01:24:51.4,72.77,-6374.2,73.63,79.92
9/20/2018 01:34:51.4,73.12,-6377.4,73.62,79.81
9/20/2018 01:44:51.4,73.08,-6380.5,73.63,79.92
9/20/2018 01:54:51.4,73.56,-6383.7,73.72,80.02
9/20/2018 02:04:51.4,72.37,-6386.9,73.72,79.88
9/20/2018 02:14:51.4,73.48,-6390.0,73.76,80.02
9/20/2018 02:24:51.4,72.57,-6393.1,73.65,80.02
9/20/2018 02:34:51.4,73.40,-6396.4,73.56,79.99
9/20/2018 02:44:51.4,72.41,-6399.6,73.49,79.79
9/20/2018 02:54:51.4,72.69,-6402.8,73.47,79.77
9/20/2018 03:04:51.4,73.16,-6405.9,73.49,79.57
9/20/2018 03:14:51.4,72.77,-6409.0,73.51,79.65
9/20/2018 03:24:51.4,73.96,-6412.1,73.53,79.65
9/20/2018 03:34:51.4,72.17,-6415.2,73.72,79.66
9/20/2018 03:44:51.4,73.16,-6418.2,73.56,79.77
9/20/2018 03:54:51.4,72.33,-6421.4,73.56,79.70
9/20/2018 04:04:51.4,73.04,-6424.5,73.65,80.02
9/20/2018 04:14:51.4,72.25,-6427.6,73.63,79.72
9/20/2018 04:24:51.4,72.77,-6430.7,73.67,79.88
9/20/2018 04:34:51.4,72.88,-6433.8,73.51,79.72
9/20/2018 04:44:51.4,72.21,-6437.0,73.53,79.72
9/20/2018 04:54:51.4,73.00,-6440.1,73.42,79.56
9/20/2018 05:04:51.4,72.69,-6443.2,73.58,79.54
9/20/2018 05:14:51.4,73.16,-6446.2,73.69,79.83
9/20/2018 05:24:51.4,72.33,-6449.3,73.60,79.63
9/20/2018 05:34:51.4,72.77,-6452.3,73.53,79.70
9/20/2018 05:44:51.4,72.77,-6455.4,73.47,79.70
9/20/2018 05:54:51.4,72.01,-6458.5,73.53,79.61
9/20/2018 06:04:51.4,73.12,-6461.5,73.51,79.48
9/20/2018 06:14:51.4,72.61,-6464.5,73.56,79.52
9/20/2018 06:24:51.4,73.12,-6467.5,73.45,79.54
9/20/2018 06:34:51.4,71.89,-6470.6,73.56,79.59
9/20/2018 06:44:51.4,73.28,-6473.6,73.60,79.63
9/20/2018 06:54:51.4,72.13,-6476.6,73.69,79.50
9/20/2018 07:04:51.4,72.77,-6479.6,73.67,79.70
9/20/2018 07:14:51.4,73.12,-6482.6,73.65,79.54
9/20/2018 07:24:51.4,72.29,-6485.6,73.69,79.90
9/20/2018 07:34:51.4,73.16,-6488.6,73.74,79.59
9/20/2018 07:44:51.4,72.53,-6491.5,73.78,79.65
9/20/2018 07:54:51.4,72.73,-6494.5,73.74,79.70
9/20/2018 08:04:51.4,71.97,-6497.5,73.69,79.63
9/20/2018 08:14:51.4,72.53,-6500.5,73.67,79.70
9/20/2018 08:24:51.4,72.53,-6503.5,73.62,79.50
9/20/2018 08:34:51.4,72.57,-6506.5,73.63,79.65
9/20/2018 08:44:51.4,72.85,-6509.5,73.60,79.48
9/20/2018 08:54:51.4,72.73,-6512.5,73.62,79.54
9/20/2018 09:04:51.4,73.04,-6515.4,74.26,79.75
9/20/2018 09:14:51.4,71.89,-6518.2,73.69,79.52
9/20/2018 09:24:51.4,72.65,-6521.3,73.56,79.97
9/20/2018 09:34:51.4,72.21,-6524.4,73.40,79.50
9/20/2018 09:44:51.4,72.37,-6527.6,73.26,79.61
9/20/2018 09:54:51.4,73.08,-6530.7,73.72,79.34
9/20/2018 10:04:51.4,72.29,-6533.6,73.42,79.54
9/20/2018 10:14:51.4,72.88,-6536.7,73.94,79.75
9/20/2018 10:24:51.4,72.17,-6539.6,73.80,79.77
9/20/2018 10:34:51.4,73.52,-6542.7,73.67,79.99
9/20/2018 10:44:51.4,72.92,-6546.0,73.49,80.06
9/20/2018 10:54:51.4,72.92,-6549.4,73.26,79.97
9/20/2018 11:04:51.4,72.65,-6552.7,73.33,79.84
9/20/2018 11:14:51.4,75.54,-6556.1,73.63,80.15
9/20/2018 11:24:51.4,75.07,-6559.7,73.69,80.64
9/20/2018 11:34:51.4,74.55,-6563.3,73.85,80.49
9/20/2018 11:44:51.4,75.31,-6566.8,73.90,80.67
9/20/2018 11:54:51.4,75.46,-6570.4,73.89,80.98
9/20/2018 12:04:51.4,75.42,-6574.2,73.42,81.14
9/20/2018 12:14:51.4,75.90,-6578.2,73.80,81.18
9/20/2018 12:24:51.4,73.36,-6581.9,73.54,80.47
9/20/2018 12:34:51.4,73.56,-6585.5,73.56,80.69
9/20/2018 12:44:51.4,73.68,-6589.2,73.35,80.64
9/20/2018 12:54:51.4,74.43,-6593.0,73.40,80.94
9/20/2018 13:04:51.4,73.80,-6596.7,73.78,80.71
9/20/2018 13:14:51.4,76.54,-6600.4,73.71,81.05
9/20/2018 13:24:51.4,75.90,-6604.6,73.89,81.95
9/20/2018 13:34:51.4,76.10,-6608.9,73.87,82.18
9/20/2018 13:44:51.4,76.10,-6613.2,73.80,82.04
9/20/2018 13:54:51.4,75.74,-6617.7,73.69,82.17
9/20/2018 14:04:51.4,76.57,-6622.1,74.14,82.22
9/20/2018 14:14:51.4,75.66,-6626.3,74.14,82.29
9/20/2018 14:24:51.4,77.17,-6630.9,73.72,82.62
9/20/2018 14:34:51.4,76.18,-6635.5,73.85,82.56
9/20/2018 14:44:51.4,76.81,-6640.1,73.78,82.54
9/20/2018 14:54:51.4,76.46,-6644.8,73.92,82.63
9/20/2018 15:04:51.4,76.85,-6649.3,74.16,82.74
9/20/2018 15:14:51.4,76.81,-6653.9,74.25,83.14
9/20/2018 15:24:51.4,77.25,-6658.6,74.25,83.12
9/20/2018 15:34:51.4,77.41,-6663.4,74.03,83.19
9/20/2018 15:44:51.4,76.14,-6668.3,74.10,83.16
9/20/2018 15:54:51.4,77.53,-6673.1,74.08,83.08
9/20/2018 16:04:51.4,76.61,-6677.9,73.96,83.03
9/20/2018 16:14:51.4,77.29,-6682.7,74.23,83.14
9/20/2018 16:24:51.4,77.05,-6687.4,74.34,83.05
9/20/2018 16:34:51.4,76.46,-6692.1,74.41,83.30
9/20/2018 16:44:51.4,76.89,-6696.8,74.32,83.26
9/20/2018 16:54:51.4,76.69,-6701.6,74.43,83.41
9/20/2018 17:04:51.4,77.01,-6706.4,74.50,83.39
9/20/2018 17:14:51.4,77.21,-6711.2,74.35,83.32
9/20/2018 17:24:51.4,77.92,-6716.1,73.99,83.30
9/20/2018 17:34:51.4,76.34,-6720.9,74.34,83.14
9/20/2018 17:44:51.4,76.61,-6725.5,74.14,82.76
