Time (YY:MM:DD hh:mm:ss.s),Flow (US GPM),Energy NET (BTU),RTD1 Temperature (F),RTD2 Temperature (F)
9/12/2018 16:36:30.8,469.68,-210255888.0,69.96,76.10
9/12/2018 16:46:30.8,471.65,-210480656.0,68.86,74.44
9/12/2018 16:56:30.8,473.12,-210695120.0,68.56,73.94
9/12/2018 17:06:30.8,467.96,-210905424.0,68.68,74.05
9/12/2018 17:16:30.8,466.73,-211111920.0,68.94,74.23
9/12/2018 17:26:30.8,472.14,-211319792.0,69.21,74.53
9/12/2018 17:36:30.8,477.54,-211529568.0,69.28,74.68
9/12/2018 17:46:30.8,476.32,-211737952.0,69.37,74.62
9/12/2018 17:56:30.8,462.31,-211944400.0,69.35,74.62
9/12/2018 18:06:30.8,465.50,-212149056.0,69.17,74.48
9/12/2018 18:16:30.8,472.38,-212354592.0,69.19,74.50
9/12/2018 18:26:30.8,460.83,-212560976.0,69.35,74.52
9/12/2018 18:36:30.8,469.93,-212753424.0,69.21,73.92
9/12/2018 18:46:30.8,469.68,-212929536.0,69.03,73.22
9/12/2018 18:56:30.8,476.56,-213097808.0,68.86,73.20
9/12/2018 19:06:30.8,466.48,-213270544.0,69.08,73.47
9/12/2018 19:16:30.8,476.56,-213439088.0,69.17,73.51
9/12/2018 19:26:30.8,470.91,-213607632.0,69.39,73.67
9/12/2018 19:36:30.8,465.01,-213774592.0,69.35,73.69
9/12/2018 19:46:30.8,469.19,-213932816.0,69.24,72.99
9/12/2018 19:56:30.8,464.76,-214080736.0,69.04,72.86
9/12/2018 20:06:30.8,468.21,-214227808.0,69.13,72.86
9/12/2018 20:16:30.8,470.66,-214369904.0,69.08,72.57
9/12/2018 20:26:30.8,466.98,-214504944.0,69.13,72.57
9/12/2018 20:36:30.8,460.34,-214638128.0,69.12,72.55
9/12/2018 20:46:30.8,473.37,-214771008.0,69.37,72.70
9/12/2018 20:56:30.8,465.75,-214903328.0,69.31,72.68
9/12/2018 21:06:30.8,466.24,-215034896.0,69.31,72.70
9/12/2018 21:16:30.8,468.94,-215165440.0,69.28,72.61
9/12/2018 21:26:30.8,477.54,-215293600.0,69.17,72.50
9/12/2018 21:36:30.8,470.66,-215423936.0,69.31,72.73
9/12/2018 21:46:30.8,470.42,-215554400.0,69.31,72.59
9/12/2018 21:56:30.8,473.12,-215677200.0,69.12,72.16
9/12/2018 22:06:30.8,470.91,-215797184.0,69.19,72.43
9/12/2018 22:16:30.8,463.04,-215920480.0,69.37,72.46
9/12/2018 22:26:30.8,473.86,-216037920.0,69.21,72.28
9/12/2018 22:36:30.8,467.96,-216155424.0,69.26,72.21
9/12/2018 22:46:30.8,461.08,-216273568.0,69.31,72.52
9/12/2018 22:56:30.8,465.50,-216395584.0,69.42,72.54
9/12/2018 23:06:30.8,458.13,-216515456.0,69.28,72.37
9/12/2018 23:16:30.8,469.43,-216631984.0,69.24,72.14
9/12/2018 23:26:30.8,464.76,-216753728.0,69.31,72.46
9/12/2018 23:36:30.8,467.22,-216878448.0,69.37,72.68
9/12/2018 23:46:30.8,468.94,-217008096.0,69.49,72.64
9/12/2018 23:56:30.8,480.49,-217130240.0,69.24,72.39
9/13/2018 00:06:30.8,471.40,-217251952.0,69.24,72.27
9/13/2018 00:16:30.8,470.66,-217363952.0,69.03,71.92
9/13/2018 00:26:30.8,469.93,-217485232.0,69.31,72.64
9/13/2018 00:36:30.8,958.78,-217646640.0,69.40,71.92
9/13/2018 00:46:30.8,949.20,-217841056.0,69.17,71.74
9/13/2018 00:56:30.8,948.21,-218047888.0,69.21,71.85
9/13/2018 01:06:30.8,947.23,-218252272.0,69.21,71.91
9/13/2018 01:16:30.8,953.13,-218457952.0,69.28,71.80
9/13/2018 01:26:30.8,941.33,-218658128.0,69.31,71.85
9/13/2018 01:36:30.8,457.39,-218854704.0,69.31,72.46
9/13/2018 01:46:30.8,476.07,-218985664.0,69.44,72.72
9/13/2018 01:56:30.8,468.45,-219114368.0,69.37,72.66
9/13/2018 02:06:30.8,465.01,-219238192.0,69.42,72.50
9/13/2018 02:16:30.8,470.91,-219353280.0,69.22,72.09
9/13/2018 02:26:30.8,471.40,-219461216.0,69.06,71.74
9/13/2018 02:36:30.8,468.94,-219564704.0,69.10,71.74
9/13/2018 02:46:30.8,463.04,-219668256.0,69.28,71.98
9/13/2018 02:56:30.8,465.99,-219773856.0,69.28,71.92
9/13/2018 03:06:30.8,466.48,-219878752.0,69.31,72.21
9/13/2018 03:16:30.8,455.92,-219986080.0,69.31,71.98
9/13/2018 03:26:30.8,461.32,-220083456.0,69.19,71.69
9/13/2018 03:36:30.8,470.42,-220182400.0,69.22,71.83
9/13/2018 03:46:30.8,471.89,-220287408.0,69.42,72.05
9/13/2018 03:56:30.8,461.81,-220387904.0,69.35,71.91
9/13/2018 04:06:30.8,458.87,-220487216.0,69.24,71.80
9/13/2018 04:16:30.8,463.78,-220586736.0,69.22,71.78
9/13/2018 04:26:30.8,465.26,-220686224.0,69.30,71.85
9/13/2018 04:36:30.8,469.19,-220779952.0,69.22,71.67
9/13/2018 04:46:30.8,462.80,-220873232.0,69.26,71.67
9/13/2018 04:56:30.8,456.90,-220967072.0,69.30,71.78
9/13/2018 05:06:30.8,449.53,-221062960.0,69.35,71.82
9/13/2018 05:16:30.8,464.52,-221159920.0,69.26,71.76
9/13/2018 05:26:30.8,461.08,-221255808.0,69.35,71.82
9/13/2018 05:36:30.8,462.31,-221354144.0,69.28,71.87
9/13/2018 05:46:30.8,466.73,-221455424.0,69.30,71.94
9/13/2018 05:56:30.8,477.54,-221560560.0,69.28,72.07
9/13/2018 06:06:30.8,468.21,-221666384.0,69.37,72.09
9/13/2018 06:16:30.8,463.29,-221766912.0,69.30,71.73
9/13/2018 06:26:30.8,467.96,-221863072.0,69.21,71.64
9/13/2018 06:36:30.8,469.19,-221956384.0,69.19,71.60
9/13/2018 06:46:30.8,466.48,-222047872.0,69.30,71.65
9/13/2018 06:56:30.8,463.54,-222139008.0,69.26,71.51
9/13/2018 07:06:30.8,470.91,-222234752.0,69.37,71.91
9/13/2018 07:16:30.8,465.26,-222328832.0,69.24,71.60
9/13/2018 07:26:30.8,463.78,-222420720.0,69.22,71.60
9/13/2018 07:36:30.8,474.60,-222510384.0,69.26,71.49
9/13/2018 07:46:30.8,462.06,-222596768.0,69.24,71.47
9/13/2018 07:56:30.8,468.21,-222683104.0,69.21,71.42
9/13/2018 08:06:30.8,470.66,-222768672.0,69.28,71.49
9/13/2018 08:16:30.8,473.37,-222855440.0,69.31,71.67
9/13/2018 08:26:30.8,473.61,-222954496.0,69.35,72.39
9/13/2018 08:36:30.8,466.48,-223072640.0,69.62,72.77
9/13/2018 08:46:30.8,462.55,-223196496.0,69.51,72.99
9/13/2018 08:56:30.8,472.87,-223335504.0,69.64,73.31
9/13/2018 09:06:30.8,466.73,-223479200.0,69.53,73.36
9/13/2018 09:16:30.8,471.15,-223635696.0,69.62,73.74
9/13/2018 09:26:30.8,475.58,-223798592.0,69.49,73.67
9/13/2018 09:36:30.8,480.74,-223975920.0,69.58,74.26
9/13/2018 09:46:30.8,479.27,-224163040.0,69.57,74.44
9/13/2018 09:56:30.8,480.99,-224353376.0,69.51,74.34
9/13/2018 10:06:30.8,461.81,-224543424.0,69.35,74.25
9/13/2018 10:16:30.8,476.81,-224747344.0,69.42,74.75
9/13/2018 10:26:30.8,470.42,-224958832.0,69.49,74.86
9/13/2018 10:36:30.8,464.03,-225173856.0,69.42,75.25
9/13/2018 10:46:30.8,465.26,-225402368.0,69.51,75.43
9/13/2018 10:56:30.8,471.40,-225646512.0,69.62,76.39
9/13/2018 11:06:30.8,467.47,-225913296.0,69.82,76.37
9/13/2018 11:16:30.8,469.93,-226172976.0,69.46,76.69
9/13/2018 11:26:30.8,478.04,-226454480.0,69.69,76.68
9/13/2018 11:36:30.8,467.47,-226730432.0,69.42,76.55
9/13/2018 11:46:30.8,464.52,-226979824.0,69.13,75.51
9/13/2018 11:56:30.8,472.38,-227228160.0,69.10,75.49
9/13/2018 12:06:30.8,468.45,-227477984.0,69.35,76.57
9/13/2018 12:16:30.8,470.66,-227737200.0,69.55,76.26
9/13/2018 12:26:30.8,468.70,-227998208.0,69.53,76.23
9/13/2018 12:36:30.8,473.86,-228300768.0,69.75,78.24
9/13/2018 12:46:30.8,474.84,-228624080.0,70.03,77.90
9/13/2018 12:56:30.8,470.42,-228904592.0,69.35,76.75
9/13/2018 13:06:30.8,478.28,-229203792.0,69.39,77.49
9/13/2018 13:16:30.8,463.78,-229520256.0,69.67,78.10
9/13/2018 13:26:30.8,472.87,-229853920.0,69.89,78.19
9/13/2018 13:36:30.8,475.09,-230169760.0,69.53,77.31
9/13/2018 13:46:30.8,464.03,-230478320.0,69.39,77.67
9/13/2018 13:56:30.8,468.21,-230808608.0,69.53,78.19
9/13/2018 14:06:30.8,465.99,-231149056.0,69.67,78.21
9/13/2018 14:16:30.8,465.50,-231468640.0,69.37,77.29
9/13/2018 14:26:30.8,468.70,-231762944.0,69.15,76.80
9/13/2018 14:36:30.8,469.43,-232074672.0,69.35,77.79
9/13/2018 14:46:30.8,466.98,-232404624.0,69.60,78.08
9/13/2018 14:56:30.8,468.21,-232718272.0,69.40,77.14
9/13/2018 15:06:30.8,471.40,-233030160.0,69.22,77.49
9/13/2018 15:16:30.8,480.00,-233362944.0,69.58,78.03
9/13/2018 15:26:30.8,473.37,-233702880.0,69.76,78.39
9/13/2018 15:36:30.8,464.27,-234015664.0,69.37,76.91
9/13/2018 15:46:30.8,471.89,-234308416.0,69.15,76.96
9/13/2018 15:56:30.8,462.55,-234621744.0,69.39,77.68
9/13/2018 16:06:30.8,465.99,-234948768.0,69.60,78.03
9/13/2018 16:16:30.8,476.56,-235264368.0,69.55,77.50
9/13/2018 16:26:30.8,473.86,-235574816.0,69.35,77.56
9/13/2018 16:36:30.8,485.66,-235889296.0,69.39,77.34
9/13/2018 16:46:30.8,465.26,-236191472.0,69.28,76.93
9/13/2018 16:56:30.8,464.27,-236480192.0,68.97,76.41
9/13/2018 17:06:30.8,460.83,-236766816.0,69.15,76.46
9/13/2018 17:16:30.8,465.75,-237058624.0,69.22,76.73
9/13/2018 17:26:30.8,466.24,-237335328.0,69.31,76.33
9/13/2018 17:36:30.8,475.33,-237617664.0,69.35,76.66
9/13/2018 17:46:30.8,468.21,-237892176.0,69.37,76.37
9/13/2018 17:56:30.8,465.75,-238168656.0,69.37,76.41
9/13/2018 18:06:30.8,467.96,-238434240.0,69.22,75.81
9/13/2018 18:16:30.8,462.31,-238700688.0,69.26,76.19
9/13/2018 18:26:30.8,464.27,-238952832.0,69.19,75.20
9/13/2018 18:36:30.8,460.83,-239174320.0,68.79,74.53
9/13/2018 18:46:30.8,471.89,-239408000.0,69.12,74.98
9/13/2018 18:56:30.8,471.65,-239616912.0,69.04,73.94
9/13/2018 19:06:30.8,472.63,-239811904.0,68.95,73.99
9/13/2018 19:16:30.8,475.58,-240006768.0,69.13,74.07
9/13/2018 19:26:30.8,470.17,-240200624.0,69.26,74.16
9/13/2018 19:36:30.8,460.34,-240390416.0,69.30,74.08
9/13/2018 19:46:30.8,468.45,-240574256.0,69.26,73.94
9/13/2018 19:56:30.8,466.98,-240743808.0,69.13,73.11
9/13/2018 20:06:30.8,469.68,-240899776.0,69.01,72.81
9/13/2018 20:16:30.8,465.01,-241037488.0,68.90,72.41
9/13/2018 20:26:30.8,464.52,-241173952.0,69.10,72.50
9/13/2018 20:36:30.8,461.32,-241296544.0,69.10,72.25
9/13/2018 20:46:30.8,462.80,-241420400.0,69.30,72.46
9/13/2018 20:56:30.8,465.50,-241543856.0,69.28,72.50
9/13/2018 21:06:30.8,455.92,-241666816.0,69.31,72.43
9/13/2018 21:16:30.8,472.14,-241784512.0,69.22,72.28
9/13/2018 21:26:30.8,467.47,-241905792.0,69.31,72.54
9/13/2018 21:36:30.8,471.65,-242044416.0,69.62,73.24
9/13/2018 21:46:30.8,469.43,-242193472.0,69.66,73.56
9/13/2018 21:56:30.8,466.24,-242345776.0,69.58,73.51
9/13/2018 22:06:30.8,477.05,-242499104.0,69.44,73.36
9/13/2018 22:16:30.8,470.17,-242654416.0,69.35,73.40
9/13/2018 22:26:30.8,475.82,-242808688.0,69.22,73.13
9/13/2018 22:36:30.8,474.60,-242950544.0,69.17,72.46
9/13/2018 22:46:30.8,463.54,-243075952.0,68.90,71.94
9/13/2018 22:56:30.8,462.80,-243189648.0,68.90,71.78
9/13/2018 23:06:30.8,467.47,-243295680.0,68.97,71.64
9/13/2018 23:16:30.8,468.94,-243394416.0,69.10,71.64
9/13/2018 23:26:30.8,465.99,-243499056.0,69.35,72.23
9/13/2018 23:36:30.8,465.99,-243608976.0,69.49,72.18
9/13/2018 23:46:30.8,474.35,-243716512.0,69.37,72.19
9/13/2018 23:56:30.8,462.06,-243826144.0,69.30,72.16
9/14/2018 00:06:30.8,466.24,-243938720.0,69.30,72.27
9/14/2018 00:16:30.8,466.98,-244051424.0,69.30,72.12
9/14/2018 00:26:30.8,475.33,-244160096.0,69.26,72.23
9/14/2018 00:36:30.8,942.07,-244302176.0,69.44,71.60
9/14/2018 00:46:30.8,947.72,-244463408.0,69.19,71.20
9/14/2018 00:56:30.8,942.31,-244620800.0,69.13,71.17
9/14/2018 01:06:30.8,941.82,-244772544.0,69.21,71.15
9/14/2018 01:16:30.8,950.42,-244929136.0,69.28,71.44
9/14/2018 01:26:30.8,948.70,-245098832.0,69.46,71.60
9/14/2018 01:36:30.8,453.70,-245258016.0,69.37,72.01
9/14/2018 01:46:30.8,465.01,-245362800.0,69.58,72.23
9/14/2018 01:56:30.8,470.17,-245462592.0,69.62,72.07
9/14/2018 02:06:30.8,465.26,-245564320.0,69.40,72.05
9/14/2018 02:16:30.8,473.61,-245667664.0,69.35,72.05
9/14/2018 02:26:30.8,471.65,-245773824.0,69.35,72.07
9/14/2018 02:36:30.8,455.67,-245879744.0,69.35,72.05
9/14/2018 02:46:30.8,467.22,-245987120.0,69.28,71.83
9/14/2018 02:56:30.8,471.65,-246087056.0,69.19,71.82
9/14/2018 03:06:30.8,475.09,-246189120.0,69.31,71.92
9/14/2018 03:16:30.8,462.55,-246290448.0,69.31,71.91
9/14/2018 03:26:30.8,459.36,-246385920.0,69.19,71.67
9/14/2018 03:36:30.8,455.18,-246486544.0,69.19,71.80
9/14/2018 03:46:30.8,463.54,-246583872.0,69.30,71.74
9/14/2018 03:56:30.8,468.94,-246676672.0,69.24,71.62
9/14/2018 04:06:30.8,467.71,-246770272.0,69.22,71.69
9/14/2018 04:16:30.8,471.15,-246866256.0,69.26,71.76
9/14/2018 04:26:30.8,459.85,-246962208.0,69.30,71.74
9/14/2018 04:36:30.8,469.19,-247053536.0,69.24,71.64
9/14/2018 04:46:30.8,471.65,-247145616.0,69.26,71.64
9/14/2018 04:56:30.8,463.54,-247235728.0,69.24,71.49
9/14/2018 05:06:30.8,467.22,-247322400.0,69.19,71.42
9/14/2018 05:16:30.8,467.71,-247405600.0,69.15,71.22
9/14/2018 05:26:30.8,467.47,-247485808.0,69.22,71.26
9/14/2018 05:36:30.8,469.93,-247563680.0,69.28,71.29
9/14/2018 05:46:30.8,474.35,-247642912.0,69.28,71.33
9/14/2018 05:56:30.8,466.48,-247722912.0,69.31,71.40
9/14/2018 06:06:30.8,465.75,-247804464.0,69.30,71.38
9/14/2018 06:16:30.8,464.27,-247885408.0,69.28,71.35
9/14/2018 06:26:30.8,466.73,-247966144.0,69.28,71.37
9/14/2018 06:36:30.8,467.47,-248044976.0,69.22,71.19
9/14/2018 06:46:30.8,468.70,-248120768.0,69.22,71.17
9/14/2018 06:56:30.8,465.01,-248194880.0,69.22,71.11
9/14/2018 07:06:30.8,467.71,-248267744.0,69.04,70.93
9/14/2018 07:16:30.8,469.43,-248340704.0,68.94,70.83
9/14/2018 07:26:30.8,582.98,-248425040.0,68.81,70.63
9/14/2018 07:36:30.8,181.38,-248443664.0,69.13,69.85
9/14/2018 07:46:30.8,179.41,-248513232.0,69.39,74.25
9/14/2018 07:56:30.8,180.15,-248574080.0,70.50,73.96
9/14/2018 08:06:30.8,177.45,-248625168.0,70.36,73.94
9/14/2018 08:16:30.8,176.96,-248666464.0,69.51,70.18
9/14/2018 08:26:30.8,176.71,-248677136.0,68.49,69.48
9/14/2018 08:36:30.8,167.37,-248689904.0,67.75,68.52
9/14/2018 08:46:30.8,174.74,-248741024.0,67.73,72.46
9/14/2018 08:56:30.8,177.45,-248802592.0,70.25,73.40
9/14/2018 09:06:30.8,183.59,-248847888.0,70.25,73.49
9/14/2018 09:16:30.8,180.15,-248896272.0,69.93,73.06
9/14/2018 09:26:30.8,181.38,-248910016.0,69.42,70.03
9/14/2018 09:36:30.8,177.45,-248932496.0,68.09,73.42
9/14/2018 09:46:30.8,177.69,-249004464.0,68.36,73.00
9/14/2018 09:56:30.8,596.50,-249058704.0,69.96,70.48
9/14/2018 10:06:30.8,460.34,-249078976.0,71.06,71.35
9/14/2018 10:16:30.8,461.81,-249092336.0,71.02,72.36
9/14/2018 10:26:30.8,472.38,-249331056.0,71.89,78.76
9/14/2018 10:36:30.8,467.71,-249614240.0,71.04,78.17
9/14/2018 10:46:30.8,474.10,-249860624.0,69.64,75.70
9/14/2018 10:56:30.8,458.62,-250097392.0,69.22,75.60
9/14/2018 11:06:30.8,477.30,-250372720.0,69.67,77.27
9/14/2018 11:16:30.8,465.26,-250671008.0,69.98,77.63
9/14/2018 11:26:30.8,475.09,-250956336.0,69.71,76.75
9/14/2018 11:36:30.8,466.48,-251234320.0,69.35,76.62
9/14/2018 11:46:30.8,473.37,-251512112.0,69.31,76.55
9/14/2018 11:56:30.8,472.14,-251793424.0,69.44,76.62
9/14/2018 12:06:30.8,470.66,-252077056.0,69.39,76.93
9/14/2018 12:16:30.8,467.96,-252380608.0,69.76,77.83
9/14/2018 12:26:30.8,470.17,-252698512.0,69.82,77.99
9/14/2018 12:36:30.8,471.40,-253025280.0,69.71,78.04
9/14/2018 12:46:30.8,474.60,-253355264.0,69.66,77.94
9/14/2018 12:56:30.8,466.24,-253684720.0,69.57,77.97
9/14/2018 13:06:30.8,472.14,-254020656.0,69.64,78.17
9/14/2018 13:16:30.8,464.76,-254353136.0,69.73,78.31
9/14/2018 13:26:30.8,475.58,-254690960.0,69.69,78.22
9/14/2018 13:36:30.8,470.91,-255027008.0,69.67,78.19
9/14/2018 13:46:30.8,475.82,-255361376.0,69.55,78.15
9/14/2018 13:56:30.8,482.46,-255691728.0,69.64,78.19
9/14/2018 14:06:30.8,465.75,-256031120.0,69.82,78.46
9/14/2018 14:16:30.8,467.96,-256366320.0,69.84,78.40
9/14/2018 14:26:30.8,461.32,-256702800.0,69.76,78.64
9/14/2018 14:36:30.8,466.73,-257044736.0,69.89,78.64
9/14/2018 14:46:30.8,466.24,-257375632.0,69.58,77.99
9/14/2018 14:56:30.8,465.99,-257703488.0,69.28,77.49
9/14/2018 15:06:30.8,477.05,-258020480.0,69.26,77.25
9/14/2018 15:16:30.8,471.89,-258334544.0,69.30,77.40
9/14/2018 15:26:30.8,466.48,-258651888.0,69.37,77.49
9/14/2018 15:36:30.8,467.71,-258964432.0,69.12,77.07
9/14/2018 15:46:30.8,473.37,-259268880.0,69.13,77.09
9/14/2018 15:56:30.8,465.01,-259567968.0,69.19,76.57
9/14/2018 16:06:30.8,467.71,-259856464.0,69.03,76.12
9/14/2018 16:16:30.8,474.60,-260117472.0,68.86,75.49
9/14/2018 16:26:30.8,479.76,-260374320.0,68.83,75.47
9/14/2018 16:36:30.8,460.59,-260620112.0,68.90,75.00
9/14/2018 16:46:30.8,458.62,-260856224.0,69.15,75.27
9/14/2018 16:56:30.8,470.17,-261101408.0,69.31,75.90
9/14/2018 17:06:30.8,466.24,-261361680.0,69.58,75.78
9/14/2018 17:16:30.8,464.76,-261594064.0,69.15,75.00
9/14/2018 17:26:30.8,473.61,-261812000.0,69.08,74.37
9/14/2018 17:36:30.8,472.87,-262015440.0,68.97,74.14
9/14/2018 17:46:30.8,480.25,-262218720.0,69.15,74.35
9/14/2018 17:56:30.8,465.75,-262419552.0,69.40,74.53
9/14/2018 18:06:30.8,473.12,-262621744.0,69.39,74.77
9/14/2018 18:16:30.8,471.15,-262840112.0,69.60,75.20
9/14/2018 18:26:30.8,461.81,-263059456.0,69.48,75.15
9/14/2018 18:36:30.8,471.15,-263280224.0,69.46,75.09
9/14/2018 18:46:30.8,471.40,-263500400.0,69.35,74.98
9/14/2018 18:56:30.8,462.55,-263720016.0,69.24,74.82
9/14/2018 19:06:30.8,478.04,-263936880.0,69.31,74.80
9/14/2018 19:16:30.8,466.48,-264151984.0,69.28,74.88
9/14/2018 19:26:30.8,467.22,-264360608.0,69.31,74.35
9/14/2018 19:36:30.8,469.93,-264556320.0,69.06,73.94
9/14/2018 19:46:30.8,475.58,-264750624.0,69.12,74.12
9/14/2018 19:56:30.8,459.11,-264939776.0,69.15,73.90
9/14/2018 20:06:30.8,475.58,-265121120.0,69.03,73.51
9/14/2018 20:16:30.8,467.47,-265294656.0,68.99,73.58
9/14/2018 20:26:30.8,467.47,-265475040.0,69.24,73.85
9/14/2018 20:36:30.8,470.91,-265649472.0,69.17,73.45
9/14/2018 20:46:30.8,464.03,-265825200.0,69.21,73.92
9/14/2018 20:56:30.8,468.70,-266005472.0,69.39,73.85
9/14/2018 21:06:30.8,468.21,-266178688.0,69.39,73.81
9/14/2018 21:16:30.8,468.70,-266351616.0,69.30,73.65
9/14/2018 21:26:30.8,464.03,-266526240.0,69.39,73.81
9/14/2018 21:36:30.8,456.65,-266691248.0,69.22,73.40
9/14/2018 21:46:30.8,469.68,-266854928.0,69.21,73.45
9/14/2018 21:56:30.8,468.21,-267019760.0,69.35,73.90
9/14/2018 22:06:30.8,471.65,-267205424.0,69.67,74.44
9/14/2018 22:16:30.8,470.66,-267385600.0,69.46,73.67
9/14/2018 22:26:30.8,464.27,-267538160.0,69.17,73.09
9/14/2018 22:36:30.8,462.80,-267700320.0,69.31,73.24
9/14/2018 22:46:30.8,459.36,-267846048.0,69.13,72.88
9/14/2018 22:56:30.8,464.76,-267991936.0,69.17,73.09
9/14/2018 23:06:30.8,470.17,-268140368.0,69.28,72.90
9/14/2018 23:16:30.8,468.70,-268279952.0,69.19,72.86
9/14/2018 23:26:30.8,466.98,-268426576.0,69.35,73.04
9/14/2018 23:36:30.8,468.70,-268564288.0,69.26,72.68
9/14/2018 23:46:30.8,466.98,-268703232.0,69.21,72.99
9/14/2018 23:56:30.8,466.48,-268845952.0,69.37,72.91
9/15/2018 00:06:30.8,470.91,-268984512.0,69.31,73.00
9/15/2018 00:16:30.8,468.45,-269104992.0,69.44,71.80
9/15/2018 00:26:30.8,464.76,-269213344.0,68.95,71.85
9/15/2018 00:36:30.8,948.70,-269343680.0,69.19,70.75
9/15/2018 00:46:30.8,943.79,-269488896.0,69.12,70.93
9/15/2018 00:56:30.8,928.06,-269624608.0,69.10,70.90
9/15/2018 01:06:30.8,944.03,-269774336.0,69.24,71.11
9/15/2018 01:16:30.8,947.97,-269921824.0,69.31,71.29
9/15/2018 01:26:30.8,943.05,-270067488.0,69.42,71.19
9/15/2018 01:36:30.8,477.30,-270204192.0,69.30,71.51
9/15/2018 01:46:30.8,467.47,-270295776.0,69.19,71.51
9/15/2018 01:56:30.8,459.60,-270386528.0,69.58,71.76
9/15/2018 02:06:30.8,471.40,-270473824.0,69.48,71.82
9/15/2018 02:16:30.8,465.26,-270565184.0,69.49,71.82
9/15/2018 02:26:30.8,462.55,-270655456.0,69.28,71.65
9/15/2018 02:36:30.8,465.26,-270745952.0,69.26,71.56
9/15/2018 02:46:30.8,463.78,-270832480.0,69.19,71.35
9/15/2018 02:56:30.8,464.27,-270911264.0,69.26,71.26
9/15/2018 03:06:30.8,471.15,-270986912.0,69.19,71.15
9/15/2018 03:16:30.8,461.08,-271061824.0,69.22,71.17
9/15/2018 03:26:30.8,463.54,-271136480.0,69.28,71.19
9/15/2018 03:36:30.8,466.48,-271211328.0,69.28,71.17
9/15/2018 03:46:30.8,459.36,-271283840.0,69.35,71.24
9/15/2018 03:56:30.8,465.50,-271357184.0,69.22,71.10
9/15/2018 04:06:30.8,455.67,-271429792.0,69.24,71.11
9/15/2018 04:16:30.8,475.09,-271499360.0,69.24,71.04
9/15/2018 04:26:30.8,466.98,-271568384.0,69.17,70.93
9/15/2018 04:36:30.8,464.03,-271635808.0,69.03,70.72
9/15/2018 04:46:30.8,628.45,-271684576.0,69.12,69.26
9/15/2018 04:56:30.8,616.16,-271749120.0,68.52,68.72
9/15/2018 05:06:30.8,608.05,-271758144.0,68.90,69.08
9/15/2018 05:16:30.8,622.06,-271768480.0,68.97,69.15
9/15/2018 05:26:30.8,637.79,-271781280.0,69.28,70.79
9/15/2018 05:36:30.8,644.43,-271912896.0,68.81,71.38
9/15/2018 05:46:30.8,628.94,-271992448.0,68.77,69.64
9/15/2018 05:56:30.8,942.07,-272003872.0,69.19,69.46
9/15/2018 06:06:30.8,463.54,-272062912.0,69.37,70.70
9/15/2018 06:16:30.8,464.52,-272086656.0,69.71,70.12
9/15/2018 06:26:30.8,473.37,-272102688.0,69.76,70.14
9/15/2018 06:36:30.8,472.14,-272118592.0,69.82,70.25
9/15/2018 06:46:30.8,456.90,-272134400.0,69.89,70.27
9/15/2018 06:56:30.8,453.95,-272180608.0,69.46,71.33
9/15/2018 07:06:30.8,467.96,-272254464.0,69.58,71.65
9/15/2018 07:16:30.8,466.24,-272322912.0,69.51,71.22
9/15/2018 07:26:30.8,464.03,-272356768.0,69.66,70.09
9/15/2018 07:36:30.8,463.29,-272373728.0,69.62,70.07
9/15/2018 07:46:30.8,462.55,-272388960.0,70.00,70.39
9/15/2018 07:56:30.8,466.48,-272405280.0,70.07,70.50
9/15/2018 08:06:30.8,468.45,-272420224.0,70.29,70.70
9/15/2018 08:16:30.8,464.03,-272446112.0,70.36,72.39
9/15/2018 08:26:30.8,471.65,-272531744.0,69.46,71.98
9/15/2018 08:36:30.8,466.73,-272608960.0,69.21,70.99
9/15/2018 08:46:30.8,465.50,-272676128.0,68.99,70.72
9/15/2018 08:56:30.8,456.16,-272740032.0,68.90,70.52
9/15/2018 09:06:30.8,466.73,-272802016.0,68.77,70.41
9/15/2018 09:16:30.8,462.06,-272865312.0,69.44,70.99
9/15/2018 09:26:30.8,469.43,-272937376.0,69.39,71.49
9/15/2018 09:36:30.8,468.70,-273029760.0,69.76,72.34
9/15/2018 09:46:30.8,463.54,-273131072.0,70.16,73.13
9/15/2018 09:56:30.8,469.93,-273250784.0,69.94,73.22
9/15/2018 10:06:30.8,475.58,-273382784.0,69.76,73.24
9/15/2018 10:16:30.8,466.98,-273519936.0,69.51,73.22
9/15/2018 10:26:30.8,467.71,-273651296.0,69.30,72.68
9/15/2018 10:36:30.8,463.78,-273786816.0,69.30,72.84
9/15/2018 10:46:30.8,470.17,-273921120.0,69.26,72.70
9/15/2018 10:56:30.8,457.64,-274056768.0,69.17,72.72
9/15/2018 11:06:30.8,462.80,-274190112.0,69.35,72.75
9/15/2018 11:16:30.8,470.42,-274327392.0,69.40,73.36
9/15/2018 11:26:30.8,464.76,-274482656.0,69.80,73.65
9/15/2018 11:36:30.8,470.66,-274641472.0,69.44,73.69
9/15/2018 11:46:30.8,481.23,-274805024.0,69.58,74.05
9/15/2018 11:56:30.8,488.85,-274982912.0,69.60,74.14
9/15/2018 12:06:30.8,463.54,-275161312.0,69.58,74.16
9/15/2018 12:16:30.8,469.19,-275336992.0,69.46,74.03
9/15/2018 12:26:30.8,466.48,-275523872.0,69.49,74.62
9/15/2018 12:36:30.8,472.38,-275729312.0,69.89,75.20
